cell_id,orig_obs_idx,role,gene_transcript
k562_234757,234757,nt,NT_POOL
k562_234855,234855,nt,NT_POOL
k562_234948,234948,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_234952,234952,nt,NT_POOL
k562_234995,234995,nt,NT_POOL
k562_235101,235101,nt,NT_POOL
k562_235171,235171,nt,NT_POOL
k562_235172,235172,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_235204,235204,nt,NT_POOL
k562_235214,235214,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_235257,235257,nt,NT_POOL
k562_235355,235355,nt,NT_POOL
k562_235433,235433,nt,NT_POOL
k562_235489,235489,nt,NT_POOL
k562_235555,235555,nt,NT_POOL
k562_235569,235569,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_235596,235596,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_235657,235657,nt,NT_POOL
k562_235728,235728,nt,NT_POOL
k562_235741,235741,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_235764,235764,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_235820,235820,nt,NT_POOL
k562_235875,235875,nt,NT_POOL
k562_235888,235888,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_235950,235950,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_236093,236093,nt,NT_POOL
k562_236126,236126,nt,NT_POOL
k562_236150,236150,nt,NT_POOL
k562_236177,236177,nt,NT_POOL
k562_236203,236203,nt,NT_POOL
k562_236292,236292,nt,NT_POOL
k562_236344,236344,nt,NT_POOL
k562_236382,236382,nt,NT_POOL
k562_236452,236452,nt,NT_POOL
k562_236475,236475,nt,NT_POOL
k562_236537,236537,nt,NT_POOL
k562_236571,236571,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_236584,236584,nt,NT_POOL
k562_236675,236675,nt,NT_POOL
k562_236692,236692,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_236727,236727,nt,NT_POOL
k562_236889,236889,nt,NT_POOL
k562_236956,236956,nt,NT_POOL
k562_237119,237119,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_237143,237143,nt,NT_POOL
k562_237218,237218,nt,NT_POOL
k562_237260,237260,nt,NT_POOL
k562_237397,237397,nt,NT_POOL
k562_237416,237416,nt,NT_POOL
k562_237482,237482,nt,NT_POOL
k562_237483,237483,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_237494,237494,nt,NT_POOL
k562_237595,237595,nt,NT_POOL
k562_237636,237636,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_237716,237716,nt,NT_POOL
k562_237727,237727,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_237743,237743,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_237772,237772,nt,NT_POOL
k562_237815,237815,nt,NT_POOL
k562_237890,237890,nt,NT_POOL
k562_237920,237920,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_237946,237946,nt,NT_POOL
k562_237994,237994,nt,NT_POOL
k562_238096,238096,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_238098,238098,nt,NT_POOL
k562_238142,238142,nt,NT_POOL
k562_238219,238219,nt,NT_POOL
k562_238292,238292,nt,NT_POOL
k562_238368,238368,nt,NT_POOL
k562_238486,238486,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_238494,238494,nt,NT_POOL
k562_238611,238611,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_238663,238663,nt,NT_POOL
k562_238711,238711,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_238737,238737,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_238766,238766,nt,NT_POOL
k562_238825,238825,nt,NT_POOL
k562_238886,238886,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_238891,238891,nt,NT_POOL
k562_238931,238931,nt,NT_POOL
k562_238977,238977,nt,NT_POOL
k562_239026,239026,nt,NT_POOL
k562_239160,239160,nt,NT_POOL
k562_239204,239204,nt,NT_POOL
k562_239212,239212,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_239237,239237,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_239292,239292,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_239345,239345,nt,NT_POOL
k562_239396,239396,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_239483,239483,nt,NT_POOL
k562_239583,239583,nt,NT_POOL
k562_239644,239644,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_239650,239650,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_239668,239668,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_239690,239690,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_239714,239714,nt,NT_POOL
k562_239781,239781,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_239882,239882,nt,NT_POOL
k562_239902,239902,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_239986,239986,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_240010,240010,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_240029,240029,nt,NT_POOL
k562_240087,240087,nt,NT_POOL
k562_240099,240099,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_240230,240230,nt,NT_POOL
k562_240232,240232,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_240417,240417,nt,NT_POOL
k562_240451,240451,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_240549,240549,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_240575,240575,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_240592,240592,nt,NT_POOL
k562_240738,240738,nt,NT_POOL
k562_240870,240870,nt,NT_POOL
k562_240898,240898,nt,NT_POOL
k562_240986,240986,nt,NT_POOL
k562_241001,241001,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_241126,241126,nt,NT_POOL
k562_241133,241133,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_241176,241176,nt,NT_POOL
k562_241184,241184,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_241187,241187,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_241190,241190,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_241202,241202,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_241243,241243,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_241279,241279,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_241303,241303,nt,NT_POOL
k562_241376,241376,nt,NT_POOL
k562_241413,241413,nt,NT_POOL
k562_241442,241442,nt,NT_POOL
k562_241447,241447,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_241557,241557,nt,NT_POOL
k562_241584,241584,nt,NT_POOL
k562_241600,241600,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_241663,241663,nt,NT_POOL
k562_241710,241710,nt,NT_POOL
k562_241906,241906,nt,NT_POOL
k562_241973,241973,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_242029,242029,nt,NT_POOL
k562_242116,242116,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_242146,242146,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_242199,242199,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_242240,242240,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_242292,242292,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_242297,242297,nt,NT_POOL
k562_242329,242329,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_242337,242337,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_242411,242411,nt,NT_POOL
k562_242415,242415,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_242543,242543,nt,NT_POOL
k562_242600,242600,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_242639,242639,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_242683,242683,nt,NT_POOL
k562_242729,242729,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_242785,242785,nt,NT_POOL
k562_242835,242835,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_242917,242917,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_242925,242925,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_242939,242939,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_242995,242995,nt,NT_POOL
k562_243092,243092,nt,NT_POOL
k562_243195,243195,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_243250,243250,nt,NT_POOL
k562_243275,243275,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_243276,243276,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_243289,243289,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_243354,243354,nt,NT_POOL
k562_243396,243396,nt,NT_POOL
k562_243453,243453,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_243509,243509,nt,NT_POOL
k562_243526,243526,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_243563,243563,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_243622,243622,nt,NT_POOL
k562_243634,243634,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_243697,243697,nt,NT_POOL
k562_243743,243743,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_243795,243795,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_243819,243819,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_243842,243842,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_243846,243846,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_243848,243848,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_243880,243880,nt,NT_POOL
k562_243901,243901,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_243946,243946,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_243998,243998,nt,NT_POOL
k562_244060,244060,nt,NT_POOL
k562_244094,244094,nt,NT_POOL
k562_244135,244135,nt,NT_POOL
k562_244171,244171,nt,NT_POOL
k562_244172,244172,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_244215,244215,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_244216,244216,nt,NT_POOL
k562_244305,244305,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_244354,244354,nt,NT_POOL
k562_244365,244365,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_244383,244383,nt,NT_POOL
k562_244421,244421,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_244484,244484,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_244519,244519,nt,NT_POOL
k562_244524,244524,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_244534,244534,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_244641,244641,nt,NT_POOL
k562_244770,244770,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_244800,244800,nt,NT_POOL
k562_244858,244858,nt,NT_POOL
k562_245051,245051,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_245173,245173,nt,NT_POOL
k562_245302,245302,nt,NT_POOL
k562_245334,245334,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_245356,245356,nt,NT_POOL
k562_245383,245383,nt,NT_POOL
k562_245434,245434,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_245463,245463,nt,NT_POOL
k562_245546,245546,nt,NT_POOL
k562_245586,245586,nt,NT_POOL
k562_245603,245603,nt,NT_POOL
k562_245628,245628,nt,NT_POOL
k562_245651,245651,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_245712,245712,nt,NT_POOL
k562_245758,245758,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_245762,245762,nt,NT_POOL
k562_245812,245812,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_245898,245898,nt,NT_POOL
k562_245967,245967,nt,NT_POOL
k562_246007,246007,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_246114,246114,nt,NT_POOL
k562_246259,246259,nt,NT_POOL
k562_246358,246358,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_246398,246398,nt,NT_POOL
k562_246519,246519,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_246563,246563,nt,NT_POOL
k562_246630,246630,nt,NT_POOL
k562_246666,246666,nt,NT_POOL
k562_246681,246681,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_246689,246689,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_246787,246787,nt,NT_POOL
k562_246842,246842,nt,NT_POOL
k562_246946,246946,nt,NT_POOL
k562_247026,247026,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_247084,247084,nt,NT_POOL
k562_247115,247115,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_247181,247181,nt,NT_POOL
k562_247249,247249,nt,NT_POOL
k562_247292,247292,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_247358,247358,nt,NT_POOL
k562_247434,247434,nt,NT_POOL
k562_247463,247463,nt,NT_POOL
k562_247528,247528,nt,NT_POOL
k562_247701,247701,nt,NT_POOL
k562_247749,247749,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_247811,247811,nt,NT_POOL
k562_247870,247870,nt,NT_POOL
k562_247970,247970,nt,NT_POOL
k562_248033,248033,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_248054,248054,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_248104,248104,nt,NT_POOL
k562_248161,248161,nt,NT_POOL
k562_248226,248226,nt,NT_POOL
k562_248265,248265,nt,NT_POOL
k562_248333,248333,nt,NT_POOL
k562_248555,248555,nt,NT_POOL
k562_248702,248702,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_248714,248714,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_248775,248775,nt,NT_POOL
k562_248813,248813,nt,NT_POOL
k562_248895,248895,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_248904,248904,nt,NT_POOL
k562_249006,249006,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_249014,249014,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_249034,249034,nt,NT_POOL
k562_249157,249157,nt,NT_POOL
k562_249190,249190,nt,NT_POOL
k562_249299,249299,nt,NT_POOL
k562_249311,249311,nt,NT_POOL
k562_249364,249364,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_249373,249373,nt,NT_POOL
k562_249453,249453,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_249469,249469,nt,NT_POOL
k562_249517,249517,nt,NT_POOL
k562_249599,249599,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_249617,249617,nt,NT_POOL
k562_249672,249672,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_249841,249841,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_249853,249853,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_249855,249855,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_249971,249971,nt,NT_POOL
k562_250068,250068,nt,NT_POOL
k562_250143,250143,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_250174,250174,nt,NT_POOL
k562_250180,250180,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_250241,250241,nt,NT_POOL
k562_250269,250269,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_250271,250271,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_250403,250403,nt,NT_POOL
k562_250467,250467,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_250482,250482,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_250507,250507,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_250558,250558,nt,NT_POOL
k562_250632,250632,nt,NT_POOL
k562_250714,250714,nt,NT_POOL
k562_250738,250738,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_250739,250739,nt,NT_POOL
k562_250830,250830,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_250913,250913,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_250918,250918,nt,NT_POOL
k562_251046,251046,nt,NT_POOL
k562_251117,251117,nt,NT_POOL
k562_251189,251189,nt,NT_POOL
k562_251226,251226,nt,NT_POOL
k562_251235,251235,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_251236,251236,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_251249,251249,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_251313,251313,nt,NT_POOL
k562_251426,251426,nt,NT_POOL
k562_251443,251443,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_251487,251487,nt,NT_POOL
k562_251532,251532,nt,NT_POOL
k562_251614,251614,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_251659,251659,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_251692,251692,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_251747,251747,nt,NT_POOL
k562_251792,251792,nt,NT_POOL
k562_251866,251866,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_251885,251885,nt,NT_POOL
k562_251912,251912,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_251925,251925,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_251929,251929,nt,NT_POOL
k562_251978,251978,nt,NT_POOL
k562_252074,252074,nt,NT_POOL
k562_252101,252101,nt,NT_POOL
k562_252137,252137,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_252182,252182,nt,NT_POOL
k562_252222,252222,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_252256,252256,nt,NT_POOL
k562_252268,252268,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_252348,252348,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_252362,252362,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_252368,252368,nt,NT_POOL
k562_252388,252388,nt,NT_POOL
k562_252474,252474,nt,NT_POOL
k562_252525,252525,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_252589,252589,nt,NT_POOL
k562_252684,252684,nt,NT_POOL
k562_252800,252800,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_252811,252811,nt,NT_POOL
k562_252852,252852,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_252880,252880,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_252908,252908,nt,NT_POOL
k562_252978,252978,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_253023,253023,nt,NT_POOL
k562_253099,253099,nt,NT_POOL
k562_253206,253206,nt,NT_POOL
k562_253224,253224,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_253239,253239,nt,NT_POOL
k562_253295,253295,nt,NT_POOL
k562_253340,253340,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_253372,253372,nt,NT_POOL
k562_253392,253392,nt,NT_POOL
k562_253401,253401,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_253490,253490,nt,NT_POOL
k562_253703,253703,nt,NT_POOL
k562_253725,253725,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_253731,253731,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_253776,253776,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_253830,253830,nt,NT_POOL
k562_253886,253886,nt,NT_POOL
k562_253924,253924,nt,NT_POOL
k562_253962,253962,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_254099,254099,nt,NT_POOL
k562_254118,254118,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_254142,254142,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_254143,254143,nt,NT_POOL
k562_254186,254186,nt,NT_POOL
k562_254191,254191,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_254245,254245,nt,NT_POOL
k562_254444,254444,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_254463,254463,nt,NT_POOL
k562_254506,254506,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_254539,254539,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_254565,254565,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_254568,254568,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_254591,254591,nt,NT_POOL
k562_254735,254735,nt,NT_POOL
k562_254779,254779,nt,NT_POOL
k562_254815,254815,nt,NT_POOL
k562_254916,254916,nt,NT_POOL
k562_254927,254927,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_254930,254930,nt,NT_POOL
k562_254952,254952,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_255021,255021,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_255063,255063,nt,NT_POOL
k562_255087,255087,nt,NT_POOL
k562_255099,255099,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_255169,255169,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_255187,255187,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_255188,255188,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_255232,255232,nt,NT_POOL
k562_255328,255328,nt,NT_POOL
k562_255466,255466,nt,NT_POOL
k562_255512,255512,nt,NT_POOL
k562_255527,255527,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_255550,255550,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_255594,255594,nt,NT_POOL
k562_255642,255642,nt,NT_POOL
k562_255646,255646,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_255690,255690,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_255697,255697,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_255776,255776,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_255793,255793,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_255845,255845,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_255870,255870,nt,NT_POOL
k562_255960,255960,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_255961,255961,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_255995,255995,nt,NT_POOL
k562_255998,255998,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_256006,256006,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_256112,256112,nt,NT_POOL
k562_256140,256140,nt,NT_POOL
k562_256194,256194,nt,NT_POOL
k562_256278,256278,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_256311,256311,nt,NT_POOL
k562_256368,256368,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_256381,256381,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_256426,256426,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_256471,256471,nt,NT_POOL
k562_256536,256536,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_256584,256584,nt,NT_POOL
k562_256629,256629,nt,NT_POOL
k562_256737,256737,nt,NT_POOL
k562_256881,256881,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_256913,256913,nt,NT_POOL
k562_256920,256920,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_256971,256971,nt,NT_POOL
k562_257023,257023,nt,NT_POOL
k562_257086,257086,nt,NT_POOL
k562_257090,257090,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_257137,257137,nt,NT_POOL
k562_257229,257229,nt,NT_POOL
k562_257311,257311,nt,NT_POOL
k562_257374,257374,nt,NT_POOL
k562_257407,257407,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_257532,257532,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_257575,257575,nt,NT_POOL
k562_257630,257630,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_257652,257652,nt,NT_POOL
k562_257663,257663,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_257699,257699,nt,NT_POOL
k562_257701,257701,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_257734,257734,nt,NT_POOL
k562_257783,257783,nt,NT_POOL
k562_257820,257820,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_257857,257857,nt,NT_POOL
k562_257958,257958,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_257976,257976,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_257998,257998,nt,NT_POOL
k562_258090,258090,nt,NT_POOL
k562_258148,258148,nt,NT_POOL
k562_258158,258158,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_258202,258202,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_258269,258269,nt,NT_POOL
k562_258364,258364,nt,NT_POOL
k562_258407,258407,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_258453,258453,nt,NT_POOL
k562_258562,258562,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_258589,258589,nt,NT_POOL
k562_258606,258606,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_258662,258662,nt,NT_POOL
k562_258704,258704,nt,NT_POOL
k562_258767,258767,nt,NT_POOL
k562_258772,258772,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_258829,258829,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_258870,258870,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_258906,258906,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_258959,258959,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_258968,258968,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_258978,258978,nt,NT_POOL
k562_259088,259088,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_259246,259246,nt,NT_POOL
k562_259291,259291,nt,NT_POOL
k562_259313,259313,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_259354,259354,nt,NT_POOL
k562_259433,259433,nt,NT_POOL
k562_259489,259489,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_259508,259508,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_259519,259519,nt,NT_POOL
k562_259589,259589,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_259621,259621,nt,NT_POOL
k562_259636,259636,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_259686,259686,nt,NT_POOL
k562_259738,259738,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_259765,259765,nt,NT_POOL
k562_259818,259818,nt,NT_POOL
k562_259971,259971,nt,NT_POOL
k562_260019,260019,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_260031,260031,nt,NT_POOL
k562_260069,260069,nt,NT_POOL
k562_260132,260132,nt,NT_POOL
k562_260174,260174,nt,NT_POOL
k562_260244,260244,nt,NT_POOL
k562_260307,260307,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_260334,260334,nt,NT_POOL
k562_260342,260342,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_260416,260416,nt,NT_POOL
k562_260442,260442,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_260463,260463,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_260494,260494,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_260501,260501,nt,NT_POOL
k562_260549,260549,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_260589,260589,nt,NT_POOL
k562_260663,260663,nt,NT_POOL
k562_260788,260788,nt,NT_POOL
k562_260852,260852,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_260886,260886,nt,NT_POOL
k562_260985,260985,nt,NT_POOL
k562_261020,261020,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_261048,261048,nt,NT_POOL
k562_261206,261206,nt,NT_POOL
k562_261229,261229,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_261261,261261,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_261320,261320,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_261343,261343,nt,NT_POOL
k562_261374,261374,nt,NT_POOL
k562_261405,261405,nt,NT_POOL
k562_261473,261473,nt,NT_POOL
